CountryID,CountryName,GDP (current US$)_2015,GDP (current US$)_2016,GDP (current US$)_2017,GDP (current US$)_2018,GDP (current US$)_2019,GDP (current US$)_2020,GDP (current US$)_2021,GDP (current US$)_2022,GDP (current US$)_2023,GDP (current US$)_2024,"Population, total_2015","Population, total_2016","Population, total_2017","Population, total_2018","Population, total_2019","Population, total_2020","Population, total_2021","Population, total_2022","Population, total_2023","Population, total_2024",GDP growth (annual %)_2015,GDP growth (annual %)_2016,GDP growth (annual %)_2017,GDP growth (annual %)_2018,GDP growth (annual %)_2019,GDP growth (annual %)_2020,GDP growth (annual %)_2021,GDP growth (annual %)_2022,GDP growth (annual %)_2023,GDP growth (annual %)_2024,"Inflation, consumer prices (annual %)_2015","Inflation, consumer prices (annual %)_2016","Inflation, consumer prices (annual %)_2017","Inflation, consumer prices (annual %)_2018","Inflation, consumer prices (annual %)_2019","Inflation, consumer prices (annual %)_2020","Inflation, consumer prices (annual %)_2021","Inflation, consumer prices (annual %)_2022","Inflation, consumer prices (annual %)_2023","Inflation, consumer prices (annual %)_2024","Unemployment, total (% of total labor force)_2015","Unemployment, total (% of total labor force)_2016","Unemployment, total (% of total labor force)_2017","Unemployment, total (% of total labor force)_2018","Unemployment, total (% of total labor force)_2019","Unemployment, total (% of total labor force)_2020","Unemployment, total (% of total labor force)_2021","Unemployment, total (% of total labor force)_2022","Unemployment, total (% of total labor force)_2023","Unemployment, total (% of total labor force)_2024","Foreign direct investment, net inflows (BoP, current US$)_2015","Foreign direct investment, net inflows (BoP, current US$)_2016","Foreign direct investment, net inflows (BoP, current US$)_2017","Foreign direct investment, net inflows (BoP, current US$)_2018","Foreign direct investment, net inflows (BoP, current US$)_2019","Foreign direct investment, net inflows (BoP, current US$)_2020","Foreign direct investment, net inflows (BoP, current US$)_2021","Foreign direct investment, net inflows (BoP, current US$)_2022","Foreign direct investment, net inflows (BoP, current US$)_2023","Foreign direct investment, net inflows (BoP, current US$)_2024","Total reserves (includes gold, current US$)_2015","Total reserves (includes gold, current US$)_2016","Total reserves (includes gold, current US$)_2017","Total reserves (includes gold, current US$)_2018","Total reserves (includes gold, current US$)_2019","Total reserves (includes gold, current US$)_2020","Total reserves (includes gold, current US$)_2021","Total reserves (includes gold, current US$)_2022","Total reserves (includes gold, current US$)_2023","Total reserves (includes gold, current US$)_2024"
KEN,Kenya,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,108038588970.595,,47088526.0,48139687.0,49197766.0,50207107.0,51202827.0,52217334.0,53219166.0,54252461.0,55339003.0,,4.96772112759767,4.21351706814744,3.83795817364721,5.64794640709219,5.11415885767801,-0.272766327438816,7.59048947333467,4.85998104287999,5.55587301319866,,6.58215429284779,6.29724953814625,8.00564967709945,4.6898064677633,5.23963795764792,5.40516207933392,6.10793603659176,7.65986268272224,7.67139634029402,4.48978854243448,2.762,2.757,3.541,4.284,5.014,5.619,5.693,5.707,5.567,5.434,619724465.016411,469533310.683932,1346085345.21692,767761506.730644,469940266.776669,-5403752.28986896,419719612.932137,791581760.055161,728766608.605276,,7514864907.05536,7553884912.6237,7325420063.33911,8164380806.22987,9115806005.21186,8297263558.90541,9490896580.9297,7969488013.00049,7341776189.84466,10065144724.619
KGZ,Kyrgyz Republic,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,13987627908.8381,,6040035.5,6175337.5,6306695.5,6444078.5,6590211.0,6726595.5,6851224.0,6975219.5,7099750.0,,3.87582544512439,4.33585592190116,4.73993722377884,3.75791013557165,4.60062565707598,-7.14897757727955,5.50700762671923,8.96750520041391,6.15139183716032,,6.50331838993384,0.388838296895799,3.1753098637994,1.54266145238436,1.13362257718804,6.32542296338078,11.9050398185147,13.9229093174176,10.7532770416742,,3.338,3.474,3.57,3.67,4.295,4.63,4.096,4.043,3.991,3.289,1144054000.0,619220700.0,-107212800.0,144222600.0,403865100.0,-401518600.0,226205400.0,54849000.0,490400000.0,,1777941002.20899,1967811282.96594,2177013757.29635,2156976620.3674,2428567693.63364,2811615193.09799,2982533267.78709,2798508309.69425,3236844683.24645,
KHM,Cambodia,24174170369.0738,26556545153.3573,29355665909.7905,33145892168.8958,36685356407.7206,34818073901.4851,36790163687.4421,39994532959.6074,42335646895.7984,,15623251.0,15852803.0,16073372.0,16274522.0,16481304.0,16725474.0,16974305.0,17201724.0,17423880.0,,7.20703472529512,7.90550116130704,8.07503915535979,8.77622376224463,7.93695013588524,-3.55572193406549,3.08984284148661,5.10336888677125,4.96006658918908,,1.22393195511119,3.01913975139128,2.91263557371478,2.45908515380146,1.94257500833107,2.9402951426397,2.92073477592949,5.34370264895437,2.12746796594194,,0.393,0.716,0.141,0.13,0.119,0.172,0.396,0.231,0.225,0.27,1822804151.25712,2475915853.65763,2788084321.65816,3212633447.0447,3663032999.47048,3624644990.13295,3483461605.65372,3578831295.87393,3958792378.8864,,7375682885.24626,9113957299.04389,12201741896.4868,14630894025.9984,18771430900.2127,21328475092.6612,20269721097.822,17801364792.3965,19983916474.9418,18607696937.8108
KIR,Kiribati,191559398.175292,206467834.045145,222875724.653979,233514703.710292,216985362.338171,223123620.597516,289339292.157301,270841698.369345,279208903.337644,,116815.0,118478.0,120275.0,122084.0,123921.0,126099.0,128377.0,130469.0,132530.0,,11.2653381034544,7.08802960050427,3.74913001948165,3.47943880004293,3.26425930432951,-0.562016449352072,8.52266121721455,3.90535280738948,4.12459054312031,,0.572015743634256,1.91731090233378,0.355520888546828,0.564030491493476,-1.81307995302947,2.5532455441463,2.05361676773907,5.34595440908904,9.28307374517721,,,,,,,,,,,,-819824.352875235,1806963.91645454,784797.254894666,-1144364.71702219,-558280.50228304,2624092.83886645,1031375.96193946,4270167.12694068,5110622.69797061,,,,,,,,,,,
KNA,St. Kitts and Nevis,957222222.222222,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055499777.77778,,47087.0,47075.0,47050.0,47008.0,46952.0,46870.0,46763.0,46709.0,46758.0,,0.694135527876625,3.93270319273282,0.220941147299996,2.00352549800972,2.83126737870639,-15.3544517590966,0.479678356753311,10.5228492759939,2.2849480914594,,-2.30187563045616,-0.687037123294039,0.694916711613604,-1.03712214131572,-0.329562063663977,-1.16724501769353,1.195688870384,2.66817533111249,3.55711230848243,,,,,,,,,,,,128276604.814815,121415245.555556,48026116.2962963,40051767.037037,62459225.9259259,2838722.96296296,19191295.5555556,52946962.5925926,30905807.7777778,,288394872.297999,320542568.31894,365098328.465168,363216830.554272,362798006.089721,373502419.388162,337532614.294912,293979512.215724,286074596.982653,294747744.694362
KOR,"Korea, Rep.",1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37,,51014947.0,51217803.0,51361911.0,51585058.0,51764822.0,51836239.0,51769539.0,51672569.0,51712619.0,,2.80910326824133,2.94688171508626,3.15963574012777,2.90740377377135,2.24397786011012,-0.709415359397681,4.30473481906969,2.61267219187226,1.35673324311098,,0.70633177245575,0.971685739912168,1.94433230786366,1.47583935002645,0.383000303608136,0.537288023411737,2.49833333333339,5.08951365062842,3.5974562502901,2.32174328643542,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.675,2.604,4104100000.0,12104300000.0,17912900000.0,12182600000.0,9634300000.0,8764900000.0,22060400000.0,25044700000.0,15178400000.0,,366707257929.029,370154204332.626,388804901513.924,403082233385.987,408819161841.749,443462937570.176,463281305723.059,423365991593.016,420930029064.025,409457248116.746
KWT,Kuwait,114585555830.916,109406674087.947,120687539675.517,138646316321.596,140856394870.02,111045470461.207,148459291453.471,183940215065.171,163704878875.85,,3834574.0,4004096.0,4154812.0,4323515.0,4442316.0,4400267.0,4360865.0,4589643.0,4853420.0,,0.592771759399795,2.9260739013296,-4.71222158000512,2.74333053861318,2.26381690553512,-4.81742860622226,2.26080609815888,5.85920887270251,-3.64042590261035,,3.27170166092133,3.19839776658374,2.17183298510006,0.543133148199567,1.09184802655856,2.101729548274,3.42362947609188,3.98064961990313,3.64216403030709,2.89855072463762,2.2,2.16,2.227,2.204,2.251,3.557,3.002,2.174,2.127,2.144,284647623.805362,292026510.202096,113012065.007347,-21377568.8207292,515617569.386937,-558055522.567383,-272335307.098366,752255305.966946,2114603344.83449,,30960893267.6336,33936274928.4313,36889754716.8625,40282453060.4129,43668410965.0783,52918606999.3546,49525016980.8271,52461721622.8115,52619359334.9437,44103517198.218
LAC,Latin America & Caribbean (excluding high income),4634562623756.21,4496975105252.45,5012882938385.36,4870399736155.19,4803447002170.21,4047055896231.79,4693445308215.29,5393055179435.19,6057469575864.84,,555893183.0,561307280.0,566870356.0,572668977.0,578311232.0,583125825.0,586944219.0,590730587.0,594995068.0,,0.292412438325272,-0.483626127266461,2.01747606734422,1.56536565371992,0.627524013391039,-6.46995503500867,6.86315270291729,3.84923888879409,2.07213292803164,,3.12900274473925,2.72461223295289,3.27955694678546,2.78235709149245,2.17408413342917,2.00241205759292,4.26105127422813,8.27477490232654,4.63202285403356,,6.69224523331841,7.89208553630397,8.21313906908208,8.07033178581621,8.11517433962502,10.2741273901423,9.23355868723715,6.90218174932878,6.11953093081959,6.15485627682284,145166053942.94,149295047218.029,148414880019.279,157723040543.964,135935058620.697,90739548517.8463,121006078779.43,170977642731.212,153263391348.227,,,,,,,,,,,
LAO,Lao PDR,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552,,6801645.0,6908802.0,7018147.0,7128045.0,7237636.0,7346533.0,7453194.0,7559007.0,7664993.0,,7.27006584373785,7.02283625501138,6.8925308726989,6.24796000755872,5.4577350924848,0.503031829018681,2.52835100486102,2.70742652643155,3.74568140158232,,1.27735427102992,1.59691227583204,0.825478607568026,2.04039266890201,3.32255881256925,5.10407262959919,3.75562036658877,22.9562225132056,31.2301341732646,23.1305695942588,2.494,2.881,3.268,2.9,2.537,2.361,2.066,1.209,1.188,1.218,1077759914.58895,935296172.783645,1693080810.93877,1358019506.22958,755524124.249368,967706086.202045,1071913715.60885,726273736.492144,1781176779.47453,,1068907282.66709,916030473.782855,1125475868.42048,980441052.937056,1110905148.66408,1894600080.96868,1950518267.75273,1576038534.74606,1769745792.21118,
LBN,Lebanon,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,,,6472469.0,6323060.0,6160128.0,5984119.0,5794594.0,5702398.0,5718122.0,5744489.0,5773493.0,,0.462320792597581,1.55454940856943,0.903028464073813,-1.88470575631651,-6.91492472851026,-21.3998996914321,-7.00123862514116,-0.621678970663112,,,-3.74914524799629,-0.783359624361508,4.32135218303191,6.07698907889607,3.00538949390383,84.8643330472041,154.756096023393,171.205491336641,221.341644023365,,9.306,9.786,10.251,10.745,11.301,13.284,12.669,11.6,11.543,,2159289951.7,2568485071.1,2522409653.4,2658003844.61444,1906392482.4039,1606894721.93483,599788270.817044,526838753.906365,655437382.076387,,48531390536.9734,53905512885.564,55411532096.3304,52380608542.3956,52213484574.221,42440403086.5713,35239219335.7146,32512880021.5268,27489698131.497,9240157309.62062
LBR,Liberia,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0,4240000000.0,,4659431.0,4755608.0,4848925.0,4944726.0,5043721.0,5149463.0,5259323.0,5373294.0,5493031.0,,-0.0185649695590939,-1.5549586174878,2.45515592012239,1.15757512207355,-2.46729763532686,-2.98249127649473,4.98671283481617,4.80810517290655,4.68375688761311,,7.74869687621322,8.83424868336488,12.4196323907138,23.5635148953742,26.9662760197878,16.9557241496255,7.81559385858648,7.59298486560313,10.0944535665552,,2.557,3.081,3.066,3.056,3.068,4.109,3.845,2.977,2.933,2.882,232679832.473779,311699760.322875,247842983.01405,129129754.833293,86681700.4596762,737967946.557703,535582905.542481,960192468.672831,744581110.0,,560742588.406987,586024559.973528,585997776.606725,332150947.81251,297070852.933413,340965880.534905,700828780.063079,599660417.529906,,
LBY,Libya,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,45096462972.4014,,6531819.0,6632126.0,6738770.0,6849055.0,6951033.0,7045399.0,7135175.0,7223805.0,7305659.0,,-0.842656252118843,-1.4909411172622,32.4918021862688,7.9413678529104,-11.1960828853386,-29.4552967282824,28.3334624622298,-8.25163004105288,10.1558181770326,,10.4022933588151,25.8538742124461,25.8036184788338,13.1702038536721,-2.16217883470595,1.44703656998741,2.86833027751019,4.51030149235703,2.37317531435169,2.12615766885025,19.676,19.522,19.02,18.836,19.05,19.613,19.641,19.282,18.753,18.615,,,,,,,603000000.0,,,,77649594284.0862,70191441968.8814,79417877682.1686,85335649782.1665,84663589516.8684,79656428064.8913,82262074686.351,86683417844.2693,92427294786.8624,80591801678.1604
LCA,St. Lucia,1807629629.62963,1868555555.55556,1998518518.51852,2060962962.96296,2095370370.37037,1499296296.2963,1867185185.18518,2342703703.7037,2430148148.14815,,174905.0,175646.0,176342.0,177017.0,177661.0,178250.0,178522.0,178781.0,179285.0,,0.100928143120058,3.42809695148472,3.38137472283815,2.88619765184433,-0.700859001545481,-24.3611553496453,11.5994736212466,20.3867675749845,2.21007265992306,,-0.983600952696996,-3.07821765676927,0.104262078958441,1.93561893150602,0.539087559191757,-1.75580833517594,2.41070312174393,6.37814695133351,4.07060821926204,,20.858,19.933,19.136,19.329,15.613,25.224,20.514,15.934,11.092,10.928,152240176.107529,161613065.584917,89941452.0910667,45522200.8444974,75509997.7777778,99135484.8148148,90682854.4444444,59332604.4444444,123398721.851852,,317540361.620252,305519500.768958,321767417.204396,285824309.747523,260870367.109565,231361279.00078,433117473.472593,389083414.445693,424323643.897079,406063791.484465
LCN,Latin America & Caribbean,5420625373878.58,5285772978074.74,5869256493740.25,5743189791995.49,5659312361702.85,4805510770575.42,5581050600056.69,6344871239270.21,7100142198622.08,,618806527.0,624664026.0,630329435.0,635680745.0,640853375.0,645497618.0,649234475.0,653104771.0,657611624.0,,0.401673200877866,-0.337640933516013,1.89213063892014,1.57449214881072,0.683718079431173,-6.59418211666363,7.04894757678922,3.96351551245873,2.08842613019844,,1.86148302863371,1.65038994431573,2.19201010962985,2.32414485367921,2.25212191358027,0.99333702283873,3.49505757399448,7.7806152516404,4.63066263911662,,6.66835528355285,7.72950812252869,8.02872636932909,7.93233089575174,8.00039639339805,10.2142816414883,9.15752048997139,6.91530046339274,6.20743027327999,6.23851055377876,322293818126.246,220104691522.282,202978254105.581,209583246136.061,197987277670.358,152175510876.855,184811049701.158,235401204641.671,238851595450.272,,,,,,,,,,,
LDC,Least developed countries: UN classification,928290888606.707,944199366020.67,1033373602036.67,1100496566937.02,1161448671597.72,1172274838994.17,1279711995341.63,1435846906574.13,1516309568380.52,,962508256.0,985414939.0,1008993468.0,1033110314.0,1058013514.0,1083636132.0,1109175268.0,1134585604.0,1160824674.0,,2.63590689072511,3.72862483921577,4.55472774787005,4.6074519220209,5.07595523322277,-0.112639131113383,2.83007974061209,4.64043771145433,3.43106103848459,,3.55075967356746,5.51352572692995,4.77424402935677,3.47796666914955,3.32090626980376,4.4641443723286,4.1862150652352,9.39383877456591,7.12697482131851,,4.83938455097352,4.90683769238846,4.96947310302949,4.8870235507301,4.88614655379023,5.63912879862034,5.75302416584841,5.08844456845939,4.94642314711997,4.89153403312394,38391762482.4404,25896205470.3009,21143919419.0525,18361059819.3507,19958486544.8684,22841050530.799,27323698935.3621,24895357895.2758,33065304342.2162,,,,,,,,,,,
LIC,Low income,417756953873.849,385206512173.903,403454290228.211,420211435774.79,447114593744.199,442702142538.41,474823152496.384,547199942824.132,663529162731.73,,592175402.0,607867476.0,624557000.0,642186195.0,660718366.0,679560744.0,698215206.0,716865783.0,736466395.0,,-0.732224959120614,2.04941016154989,3.11406382011086,3.39941960994614,4.29969420144019,0.320842852246315,2.17478340495141,3.669985449748,2.23905392962553,,4.96090778162717,5.87106681385445,8.27953672260832,2.96760366004456,2.867588034469,5.03301614357542,5.47272729806339,9.95043894711641,8.50065078588369,,4.86329466984677,4.96460707270764,5.05750451691876,4.97554452810785,4.99494314733493,5.68731646365826,5.70873263357671,5.07394035163587,4.9067296311379,4.73509120267984,13851115800.6584,12534425168.5516,12612330759.8206,12047199507.0956,13515933619.3502,12729037288.6534,17530135049.9734,17673680661.2567,17098005227.7624,,,,,,,,,,,
LIE,Liechtenstein,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7710380085.92257,7361504432.19331,,,37494.0,37716.0,37962.0,38246.0,38563.0,38901.0,39182.0,39493.0,39850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80400430107.7698,60669833862.7331,38999586460.5875,-87212093508.4059,,,,,,,,,,,,,,,,
LKA,Sri Lanka,85140955388.8509,88012282205.8357,94376237797.2367,94493871200.7869,89014978344.1404,84304298770.5329,88609324901.9774,74144870023.4244,84356863743.6335,,20970000.0,21209000.0,21444000.0,21670000.0,21803000.0,21919000.0,22156000.0,22181000.0,22037000.0,,4.2059554759927,5.05362489256818,6.4606812707036,2.31008425192161,-0.220483886072614,-4.62451503662909,4.2074764951157,-7.34679123599076,-2.29801056186895,,3.76836783062096,3.9588884659307,7.70413767850602,2.135037737132,3.52839358231811,6.15394508391738,7.01478071238195,49.7211021114327,16.5411742279832,-0.42936004906973,4.519,4.242,4.046,4.318,4.67,5.364,4.981,4.528,5.997,4.996,679655644.244789,897049375.883533,1372723043.13402,1614044009.22884,743466231.468031,434075668.46642,592289969.90297,884150491.430208,711826200.490003,,7302096590.22385,6008199165.17799,7959047614.93675,6920825566.09992,7648305273.42442,5663994385.32784,3136991506.34787,1896231717.15846,4405117005.00662,6054549136.37437
LMC,Lower middle income,5089665684079.03,5304010748630.26,5741380409466.09,5994118980886.44,6298712117939.29,6102312002456.38,6911861585177.34,7371395678679.62,7439509140290.38,,2763351401.5,2804867051.5,2846133568.5,2886705487.5,2926690682.0,2966396716.5,3004162907.0,3041203716.5,3079778780.0,,5.93535098141163,5.70061883855826,5.46412026811525,5.44169179603699,4.08021485252759,-3.59905640498262,6.66098044124838,5.83527094749616,5.54638861437577,,3.23658600886781,3.20522434559745,3.52025688811617,4.0611633875107,3.31925372703827,4.87167398565555,4.14968003360264,7.69695437176898,7.38281384280984,,6.14822585838289,6.03309865819284,6.12168566458668,6.11409397114733,5.62039668810011,6.66380926217302,6.0122012019493,4.8436880217257,4.4022140714888,4.39213045101583,121826244374.71,111707996672.348,110400670529.66,108776234018.793,111334969876.209,115334541910.563,108434223276.595,115177503653.602,101021902055.044,,,,,,,,,,,
LMY,Low & middle income,25336686257692.4,25597069953897.6,27987406037838.4,29791620278516.9,30495388425380.4,29521428086822.8,34778125922181.4,36465232446694.9,37533765909928.0,,6050054834.5,6128880429.5,6208763934.5,6287535114.5,6364581440.0,6438169877.5,6505838578.0,6568731933.5,6633109634.0,,4.71856161296273,4.7630054707956,5.34256867149985,4.99044685785645,4.07328100134572,-1.11971699943622,7.33770098713171,3.81529699220692,4.61145900782721,,3.21844513655931,3.01913975139128,3.66699702675908,3.23929245939142,2.74176382475803,2.99313555869917,4.22278962033194,8.32008377271927,6.09114152504141,,5.86808072014731,5.94980345886318,5.99678702133241,5.94758218404823,5.81381616292644,6.6515900324549,6.19361989007564,5.45251358879628,5.05976552198271,5.01335857931836,599269034332.381,518753283046.14,514773276082.454,593379665910.733,530567435678.254,523212954189.401,728976003638.557,591564017022.372,393627414816.131,,,,,,,,,,,
LSO,Lesotho,2359686724.53829,2114426452.2019,2306741672.29006,2556247291.99785,2390702295.82777,2053699870.07191,2412130056.55851,2354683088.71995,2117962450.79469,,2104611.0,2130422.0,2157110.0,2183603.0,2209405.0,2235727.0,2261542.0,2286110.0,2311472.0,,3.12406678044546,3.60890731687714,-3.13817493733471,-1.48063315848241,-1.41799383085205,-8.15595879914267,2.26671067006538,2.38778020186284,1.82662525852363,,3.21844513655931,6.59650490696543,4.447699373763,4.7518030162474,5.18708359197982,4.97809676252309,6.04774591950676,8.27180389943028,6.34221743124953,6.10544624245032,16.254,16.17,16.401,16.625,16.876,18.399,18.23,16.688,16.457,16.147,113220010.397593,79234548.9131338,42168784.1137567,40874071.9300266,35732593.4088113,28001666.9222279,-12372192.4621816,-7820069.16054053,-25647817.1357354,,997431660.022088,925195318.767947,657668309.282079,728527649.979486,774095190.47731,730280379.220373,798207194.327049,771278260.396463,854088923.807729,
LTE,Late-demographic dividend,18565287346572.2,18605453840467.4,20647673102305.8,22641256363718.2,23070237789791.1,22553187301005.7,26910414198858.4,28079439418908.5,28348483457826.9,,2256211694.5,2270944240.5,2285977088.5,2298520431.5,2309008599.0,2316785459.5,2320366261.0,2324072105.5,2326658047.0,,4.7100397111755,4.46304884862869,5.31776901139136,5.42239928795018,4.65564157826294,0.212543195836901,7.48001074828512,3.14193460612731,4.1494212730548,,1.5579071134626,0.977675134719049,2.17727572689263,2.47446347118434,2.16176258133054,1.93694126694223,3.49505757399448,8.51819703483594,5.9801225620013,,5.10020518821698,5.26933984483668,5.26018396626271,5.03962485623598,5.185075164245,5.9184077587943,5.49510544394083,5.1827288093095,4.80560627805011,4.65080025903247,692552879695.93,497659504635.927,493240165482.803,612989458081.245,573102219834.433,367262318409.091,712491582572.357,409177339363.625,140604790260.546,,,,,,,,,,,
LTU,Lithuania,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681,,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0,2794885.0,2800839.0,2831639.0,2871585.0,,2.83280857741104,2.67192019895775,4.61224314600778,4.9183697945524,4.67735155796807,0.0428140173486753,6.38001676204321,2.53752500887173,0.34226255222913,,-0.884097405500596,0.905525075460342,3.72288862303707,2.69792779208394,2.33450937988027,1.19989444983569,4.68354420903453,19.7050461518394,9.11731962390475,0.715735835228723,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.955,6.841,7.504,1036954105.5948,1177533775.88122,1383731106.4056,1299841764.37371,3434299309.82763,4560496002.83869,2507626415.82615,2419329634.05406,3831114463.91848,,1697150153.84852,2599864854.6003,4449678813.3316,5770956096.50459,5085045225.2078,4846519049.92043,5579844284.24645,5365254190.36888,6168341355.74637,6919547582.10623
LUX,Luxembourg,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611,69890505323.5842,73699366700.2134,85584105993.8746,81641807865.7591,85755006123.5976,,569604.0,582014.0,596336.0,607950.0,620001.0,630419.0,640064.0,653103.0,666430.0,,2.26978448419565,4.97819043681629,1.31718766293677,1.21932191856359,2.9158479150005,-0.909829798886719,7.16840198697749,1.38018589083207,-1.09572361576994,,0.474743161437779,0.290833333333317,1.73079959118887,1.5281952430738,1.74332075653848,0.819957302127036,2.52692009066166,6.33600807777919,3.74140361983136,2.05113269954859,6.796,6.669,5.523,5.589,5.592,6.766,5.571,4.588,5.184,5.935,45432153560.0,17580970090.0,-27369776660.0,-83336482550.0,163717596800.0,9838881740.0,25122591050.0,-359330640340.0,-62807620780.0,,770747330.389649,973176553.118613,878080634.297165,938890223.596831,1054874472.69212,1119076142.01965,2920761393.10535,2873502278.71074,2977407185.9864,2601640416.04244
LVA,Latvia,26344565876.8902,27117105059.5075,29391059767.4259,33247935477.3576,33099503950.847,33379927434.6149,38185125732.9451,38018905782.397,42247850064.5125,,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0,1900449.0,1884490.0,1879383.0,1877445.0,,3.78336528957813,2.55168585354701,3.39894937779009,4.30971088766286,0.675375256812075,-3.46922915339618,6.94723316214511,1.8126824022841,1.70679524969924,,0.174242243625186,0.140633334505327,2.93036312374665,2.53445424186598,2.81140920075615,0.219064904842156,3.27582937431156,17.3102830198815,8.93804623316637,1.26579885828729,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815,6.465,6.72,812843819.517909,335420977.516689,1189985285.1542,439128427.014648,1115785160.98483,939356413.88956,3734085089.75474,1217386449.16126,1689068343.71427,,3445996161.48029,3511946854.90789,4613455660.77037,4370730735.82853,4479621403.97313,5289640347.50005,5491144972.57496,4460033442.8517,4956772380.01986,4591076861.28181
MAC,"Macao SAR, China",45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,45803067940.4072,,642900.0,652500.0,648400.0,658900.0,672000.0,685400.0,682500.0,677300.0,678800.0,,-21.5143587490514,-0.679119307700333,9.86012194497106,6.40536532129433,-2.56346757368024,-54.3361546022371,23.535988887849,-19.6093363742205,75.0613769262435,,4.56056338028164,2.36895749705898,1.22812404052816,3.00446293166938,2.75193081051982,0.811410511491651,0.0264543647054126,1.04502802369954,0.476384495788075,,1.81,1.939,1.987,1.834,1.749,2.566,2.229,2.482,2.235,2.437,486517486.302296,1859188732.28442,1701002327.73208,1729819688.96302,6490967477.64928,-6216383035.6257,5627109107.21202,3201313125.7297,1643374735.44528,,18890787008.0417,19491696000.0,20169663000.0,20281241000.0,22214954000.0,25144935000.0,26664872000.0,25970915000.0,27770639000.0,29391736000.0
MAF,St. Martin (French part),,,,,652206037.103874,,649206262.847519,,,,37369.0,37175.0,36837.0,36012.0,34267.0,31786.0,29961.0,28870.0,27515.0,,1.0,5.0,-8.00000324038295,-7.99999506898229,6.50000363700821,-12.500002246731,4.89999967133534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646,,34607588.0,35023457.0,35446392.0,35839760.0,36210898.0,36584208.0,36954442.0,37329064.0,37712505.0,,4.34458297635238,0.52118550608968,5.05789816173446,3.06564133025955,2.89097476137077,-7.17820744246774,8.15473889823681,1.52720357976111,3.40334130078834,,1.5579071134626,1.63531114327064,0.754663249323619,1.80391671141896,0.303386036590383,0.705968661338261,1.40195883962006,6.65704202759067,6.09114152504141,0.985256592004507,9.46,9.3,9.223,9.271,9.194,11.223,10.576,9.494,9.044,8.943,3252913902.35666,2153363904.93515,2680109856.21237,3544387229.27822,1720825003.13095,1418713118.61153,2264148625.4107,2294356059.17334,1095981205.98255,,22749566243.6606,25096263443.799,26189585939.2967,24461023093.2087,26412762236.8499,35997639773.4544,35648269520.1527,32314245660.4383,36327701787.7523,35268648790.1703
MCO,Monaco,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166,,36757.0,37276.0,37678.0,38154.0,38109.0,38050.0,38527.0,38931.0,38956.0,,4.91037176536236,3.00844358752744,-3.20618323813213,5.69790121192926,7.12088951975396,-13.2391048292108,22.2322155851208,11.0469394271752,5.04338259195359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
